ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Total_Spend,Wine_Ratio,Meat_Ratio,Total_Purchases,Web_Purchase_Ratio,Spend_per_Purchase,Education_Grouped_Postgraduate,Education_Grouped_Undergraduate,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Customer_Tenure
5287,1973,Graduation,34961.0,1,0,2014-06-19,77,45,2,26,4,1,1,3,3,1,3,7,0,0,0,0,0,0,0,41,1,79,0.569620253164557,0.3291139240506329,10,0.3,7.9,0,0,1,0,0,0,10
7801,1959,Graduation,54753.0,0,1,2013-09-12,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,55,1,728,0.2706043956043956,0.3118131868131868,21,0.23809523809523808,34.666666666666664,0,0,0,0,1,0,290
1404,1968,Graduation,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,46,2,231,0.22077922077922077,0.354978354978355,13,0.38461538461538464,17.76923076923077,0,0,0,0,1,0,410
9485,1986,PhD,45921.0,0,0,2014-03-10,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,28,0,199,0.5125628140703518,0.24623115577889448,10,0.2,19.9,1,0,1,0,0,0,111
4418,1983,Master,89616.0,0,0,2013-02-25,36,671,47,655,145,111,15,1,7,5,12,2,0,0,0,0,0,0,1,31,0,1644,0.4081508515815085,0.3984184914841849,25,0.28,65.76,1,0,0,1,0,0,489
7807,1974,Graduation,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,40,1,369,0.26558265582655827,0.2872628726287263,16,0.3125,23.0625,0,0,1,0,0,0,655
1802,1971,Graduation,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,43,1,680,0.6058823529411764,0.175,21,0.14285714285714285,32.38095238095238,0,0,1,0,0,0,528
5120,1982,2n Cycle,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,32,0,1289,0.30876648564778897,0.3467804499612102,19,0.2631578947368421,67.84210526315789,0,1,0,0,1,0,642
1744,1965,Basic,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,49,1,54,0.16666666666666666,0.24074074074074073,5,0.2,10.8,0,1,0,1,0,0,538
5687,1980,Graduation,81702.0,0,0,2012-09-23,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,34,0,1633,0.3447642375995101,0.4739742804654011,27,0.25925925925925924,60.48148148148148,0,0,0,0,0,0,644
3623,1976,Graduation,21675.0,1,0,2014-06-11,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,38,1,45,0.08888888888888889,0.35555555555555557,10,0.4,4.5,0,0,0,0,1,0,18
8210,1975,Master,54730.0,0,1,2013-08-15,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,39,1,405,0.7851851851851852,0.04197530864197531,18,0.2222222222222222,22.5,1,0,1,0,0,0,318
8553,1965,Graduation,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,49,2,42,0.7142857142857143,0.21428571428571427,6,0.16666666666666666,7.0,0,0,1,0,0,0,371
9999,1965,Graduation,75276.0,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,0,49,0,1040,0.5865384615384616,0.1201923076923077,23,0.391304347826087,45.21739130434783,0,0,0,0,1,0,640
5057,1961,Master,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,53,1,611,0.4320785597381342,0.3076923076923077,20,0.2,30.55,1,0,1,0,0,0,288
1087,1975,Master,22669.0,1,0,2013-05-22,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,39,1,173,0.09248554913294797,0.20809248554913296,10,0.4,17.3,1,0,0,0,1,0,403
642,1980,Basic,16005.0,1,0,2012-08-14,69,1,3,2,20,30,47,3,2,1,2,8,0,0,0,0,0,0,0,34,1,103,0.009708737864077669,0.019417475728155338,8,0.25,12.875,0,1,1,0,0,0,684
322,1978,Graduation,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,36,2,41,0.7073170731707317,0.2682926829268293,7,0.2857142857142857,5.857142857142857,0,0,0,0,1,0,533
10451,1965,Graduation,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,2,25,0.36,0.12,4,0.0,6.25,0,0,0,0,1,0,474
10432,1974,Graduation,19346.0,1,0,2014-01-30,26,2,0,9,3,6,2,1,1,0,3,8,0,0,0,0,0,0,0,40,1,22,0.09090909090909091,0.4090909090909091,5,0.2,4.4,0,0,0,0,0,0,150
523,1989,Graduation,37155.0,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,25,1,74,0.3108108108108108,0.35135135135135137,7,0.2857142857142857,10.571428571428571,0,0,1,0,0,0,514
2115,1957,Graduation,50116.0,1,1,2014-06-20,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,57,2,66,0.8181818181818182,0.15151515151515152,7,0.14285714285714285,9.428571428571429,0,0,0,0,1,0,9
3010,1989,Master,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,25,0,2069,0.4625422909618173,0.2957950700821653,20,0.2,103.45,1,0,0,0,1,0,58
11084,1976,Master,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,1,38,1,1053,0.7008547008547008,0.22032288698955366,17,0.17647058823529413,61.94117647058823,1,0,0,0,1,0,227
9757,1972,Graduation,84906.0,0,0,2013-10-04,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,42,0,1631,0.6112814224402208,0.25383200490496627,24,0.20833333333333334,67.95833333333333,0,0,0,0,1,0,268
4141,1965,Graduation,71613.0,0,0,2013-08-21,26,426,49,127,111,21,42,1,8,2,10,4,0,0,0,0,0,0,0,49,0,776,0.5489690721649485,0.163659793814433,21,0.38095238095238093,36.95238095238095,0,0,0,0,1,0,312
8402,1953,Master,67087.0,0,1,2013-12-17,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,61,1,794,0.41435768261964734,0.2795969773299748,22,0.3181818181818182,36.09090909090909,1,0,1,0,0,0,194
5253,1956,Master,54603.0,1,1,2013-07-09,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,58,2,227,0.6387665198237885,0.2026431718061674,16,0.25,14.1875,1,0,0,0,1,0,355
524,1966,Basic,22634.0,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,48,0,96,0.020833333333333332,0.11458333333333333,6,0.3333333333333333,16.0,0,1,0,0,1,0,529
9707,1969,PhD,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,45,1,1182,0.9331641285956007,0.03807106598984772,20,0.2,59.1,1,0,1,0,0,0,583
4944,1959,Graduation,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,55,0,777,0.29214929214929214,0.5006435006435006,17,0.23529411764705882,45.705882352941174,0,0,0,0,1,0,310
9703,1970,PhD,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,44,2,184,0.41847826086956524,0.19021739130434784,11,0.2727272727272727,16.727272727272727,1,0,1,0,0,0,622
1517,1969,Graduation,30822.0,1,0,2013-06-14,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,45,1,51,0.058823529411764705,0.2549019607843137,5,0.2,10.2,0,0,0,1,0,0,380
3706,1978,Graduation,28647.0,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,1,36,1,94,0.20212765957446807,0.30851063829787234,7,0.2857142857142857,13.428571428571429,0,0,0,1,0,0,312
5029,1946,Graduation,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,68,0,14,0.21428571428571427,0.14285714285714285,4,0.0,3.5,0,0,1,0,0,0,327
6336,1960,Graduation,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,54,2,48,0.2708333333333333,0.2916666666666667,10,0.2,4.8,0,0,1,0,0,0,84
2694,1967,Graduation,42664.0,0,1,2014-03-18,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,47,1,24,0.875,0.125,5,0.2,4.8,0,0,1,0,0,0,103
2176,1972,Graduation,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,42,1,1690,0.7207100591715976,0.16094674556213018,16,0.3125,105.625,0,0,1,0,0,0,405
3732,1955,Master,52750.0,0,1,2013-02-04,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,59,1,860,0.4569767441860465,0.2779069767441861,27,0.18518518518518517,31.85185185185185,1,0,1,0,0,0,510
7129,1962,PhD,54693.0,0,1,2013-02-17,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,52,1,929,0.7384284176533907,0.15285252960172227,31,0.1935483870967742,29.967741935483872,1,0,1,0,0,0,497
4023,1970,Graduation,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,44,1,115,0.1391304347826087,0.16521739130434782,10,0.3,11.5,0,0,1,0,0,0,661
10542,1968,PhD,36778.0,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,46,2,77,0.37662337662337664,0.44155844155844154,9,0.3333333333333333,8.555555555555555,1,0,1,0,0,0,693
7930,1969,Master,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,45,0,268,0.376865671641791,0.2835820895522388,12,0.25,22.333333333333332,1,0,0,1,0,0,314
4216,1981,Graduation,91065.0,0,0,2013-02-22,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,33,0,1474,0.5576662143826323,0.07327001356852103,26,0.2692307692307692,56.69230769230769,0,0,0,1,0,0,492
2304,1963,PhD,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,51,1,770,0.8116883116883117,0.12857142857142856,23,0.2608695652173913,33.47826086956522,1,0,0,0,1,0,286
7002,1955,Graduation,62535.0,0,1,2013-10-03,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,59,1,398,0.40954773869346733,0.22613065326633167,14,0.21428571428571427,28.428571428571427,0,0,0,1,0,0,269
10089,1974,Graduation,102692.0,0,0,2013-04-05,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,40,0,1112,0.1510791366906475,0.39928057553956836,29,0.20689655172413793,38.3448275862069,0,0,0,0,0,0,450
6504,1975,2n Cycle,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,39,1,78,0.02564102564102564,0.11538461538461539,9,0.2222222222222222,8.666666666666666,0,1,0,0,1,0,221
9386,1962,Graduation,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,52,1,320,0.85625,0.065625,13,0.38461538461538464,24.615384615384617,0,0,0,0,1,0,31
7943,1975,PhD,36663.0,1,0,2014-04-25,40,18,0,6,3,3,5,1,1,1,3,2,0,0,0,0,0,0,0,39,1,35,0.5142857142857142,0.17142857142857143,6,0.16666666666666666,5.833333333333333,1,0,1,0,0,0,65
3515,1952,Graduation,62307.0,0,1,2014-02-17,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,62,1,160,0.54375,0.2125,9,0.4444444444444444,17.77777777777778,0,0,0,1,0,0,132
2437,1989,Graduation,50943.0,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,25,0,1611,0.5344506517690876,0.2861576660459342,24,0.25,67.125,0,0,1,0,0,0,391
736,1983,Graduation,28427.0,1,0,2013-03-21,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,31,1,52,0.34615384615384615,0.36538461538461536,7,0.2857142857142857,7.428571428571429,0,0,0,0,1,0,465
2431,1990,Graduation,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,24,0,67,0.1791044776119403,0.2835820895522388,6,0.3333333333333333,11.166666666666666,0,0,1,0,0,0,545
5987,1989,2n Cycle,10404.0,1,0,2014-05-04,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,25,1,43,0.046511627906976744,0.2558139534883721,7,0.14285714285714285,6.142857142857143,0,1,0,0,1,0,56
2829,1955,Graduation,65210.0,0,1,2014-03-10,25,626,0,70,0,7,28,2,9,3,8,6,0,1,0,1,0,0,0,59,1,731,0.8563611491108071,0.09575923392612859,22,0.4090909090909091,33.22727272727273,0,0,1,0,0,0,111
6543,1945,Master,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,69,0,1612,0.3232009925558313,0.43796526054590573,14,0.21428571428571427,115.14285714285714,1,0,0,0,1,0,530
10598,1967,Graduation,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,47,2,37,0.32432432432432434,0.43243243243243246,8,0.25,4.625,0,0,0,0,1,0,440
4692,1976,Graduation,7500.0,1,0,2012-08-01,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,38,1,71,0.09859154929577464,0.16901408450704225,12,0.3333333333333333,5.916666666666667,0,0,1,0,0,0,697
2295,1954,PhD,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,60,1,825,0.6533333333333333,0.11151515151515151,22,0.22727272727272727,37.5,1,0,1,0,0,0,147
175,1986,Graduation,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,28,1,1443,0.4546084546084546,0.3153153153153153,22,0.36363636363636365,65.5909090909091,0,0,1,0,0,0,535
1857,1952,Graduation,47139.0,1,1,2014-03-06,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,62,2,83,0.5542168674698795,0.14457831325301204,7,0.2857142857142857,11.857142857142858,0,0,0,1,0,0,115
11176,1970,PhD,65968.0,0,1,2014-05-12,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,44,1,495,0.7595959595959596,0.16767676767676767,18,0.2777777777777778,27.5,1,0,0,0,1,0,48
3281,1960,PhD,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,54,2,411,0.5012165450121655,0.1630170316301703,19,0.21052631578947367,21.63157894736842,1,0,1,0,0,0,238
3717,1959,Graduation,61180.0,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,0,55,1,704,0.5724431818181818,0.041193181818181816,18,0.2777777777777778,39.111111111111114,0,0,1,0,0,0,67
1448,1963,Master,33562.0,1,2,2014-06-25,33,21,12,12,0,3,3,3,2,0,4,4,0,0,0,0,0,0,0,51,3,51,0.4117647058823529,0.23529411764705882,9,0.2222222222222222,5.666666666666667,1,0,1,0,0,0,4
10562,1946,Master,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,68,0,1033,0.6001936108422071,0.1887705711519845,24,0.25,43.041666666666664,1,0,1,0,0,0,274
5610,1965,Graduation,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,49,2,36,0.19444444444444445,0.2777777777777778,6,0.16666666666666666,6.0,0,0,0,0,1,0,69
2793,1976,PhD,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,38,1,1034,0.5145067698259188,0.16247582205029013,26,0.2692307692307692,39.76923076923077,1,0,0,0,0,0,343
2406,1949,Graduation,54591.0,0,1,2013-08-05,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,65,1,519,0.7244701348747592,0.1811175337186898,19,0.3157894736842105,27.31578947368421,0,0,0,0,1,0,328
3934,1966,Graduation,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,48,1,608,0.5855263157894737,0.17598684210526316,18,0.3888888888888889,33.77777777777778,0,0,1,0,0,0,331
10972,1949,Graduation,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,65,0,939,0.6656017039403621,0.1799787007454739,14,0.2857142857142857,67.07142857142857,0,0,0,0,0,1,111
9423,1979,Master,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,35,1,46,0.2826086956521739,0.3695652173913043,8,0.25,5.75,1,0,1,0,0,0,126
9970,1977,Graduation,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,37,1,162,0.25925925925925924,0.35185185185185186,9,0.1111111111111111,18.0,0,0,0,0,1,0,255
8700,1986,Basic,14906.0,0,0,2012-12-22,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,28,0,66,0.10606060606060606,0.21212121212121213,9,0.2222222222222222,7.333333333333333,0,1,0,1,0,0,554
10967,1963,Graduation,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,51,2,99,0.3333333333333333,0.40404040404040403,9,0.2222222222222222,11.0,0,0,0,0,0,0,508
1503,1976,PhD,162397.0,1,1,2013-06-03,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,38,2,107,0.794392523364486,0.14953271028037382,1,0.0,107.0,1,0,0,0,1,0,391
3265,1959,Graduation,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,0,0,0,0,0,0,55,0,46,0.45652173913043476,0.1956521739130435,5,0.2,9.2,0,0,1,0,0,0,467
10841,1975,PhD,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,39,1,484,0.4669421487603306,0.27479338842975204,18,0.2222222222222222,26.88888888888889,1,0,0,0,1,0,551
9392,1971,Graduation,26954.0,1,0,2014-05-08,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,43,1,17,0.23529411764705882,0.6470588235294118,4,0.25,4.25,0,0,0,1,0,0,52
1519,1972,PhD,38578.0,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,1,42,2,73,0.5205479452054794,0.3013698630136986,9,0.3333333333333333,8.11111111111111,1,0,0,1,0,0,372
9076,1980,PhD,30732.0,1,0,2013-01-05,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,34,1,185,0.8378378378378378,0.13513513513513514,13,0.3076923076923077,14.23076923076923,1,0,1,0,0,0,540
5252,1969,Graduation,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,45,1,67,0.23880597014925373,0.26865671641791045,6,0.3333333333333333,11.166666666666666,0,0,0,0,0,0,611
1139,1984,PhD,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,1,30,0,1512,0.6944444444444444,0.21296296296296297,22,0.22727272727272727,68.72727272727273,1,0,1,0,0,0,143
6398,1974,Basic,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,40,1,50,0.14,0.26,8,0.375,6.25,0,1,1,0,0,0,92
1515,1975,Master,34176.0,0,1,2014-01-22,9,11,2,7,4,2,2,1,1,0,3,3,0,0,0,0,0,0,0,39,1,28,0.39285714285714285,0.25,5,0.2,5.6,1,0,0,0,1,0,158
10913,1984,Master,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,1,30,1,27,0.1111111111111111,0.4444444444444444,4,0.25,6.75,1,0,0,1,0,0,571
5342,1976,Basic,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,0,38,1,29,0.0,0.10344827586206896,6,0.16666666666666666,4.833333333333333,0,1,0,0,0,0,690
2532,1987,Master,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,27,0,1651,0.5947910357359176,0.2125984251968504,13,0.15384615384615385,127.0,1,0,0,1,0,0,120
7053,1966,PhD,78420.0,0,0,2013-06-29,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,48,0,1453,0.41569167240192706,0.4638678596008259,22,0.13636363636363635,66.04545454545455,1,0,0,1,0,0,365
7381,1968,Graduation,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,46,0,1442,0.5527045769764216,0.2031900138696255,22,0.5,65.54545454545455,0,0,0,0,0,0,570
10219,1972,Graduation,31590.0,1,0,2013-06-18,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,42,1,38,0.15789473684210525,0.39473684210526316,5,0.2,7.6,0,0,0,0,1,0,376
6116,1968,2n Cycle,48985.0,0,1,2013-07-05,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,46,1,75,0.25333333333333335,0.24,6,0.16666666666666666,12.5,0,1,1,0,0,0,359
2428,1970,Graduation,28164.0,1,0,2013-05-04,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,44,1,78,0.038461538461538464,0.3333333333333333,9,0.2222222222222222,8.666666666666666,0,0,1,0,0,0,421
4808,1956,Graduation,15759.0,0,0,2013-09-05,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,58,0,17,0.058823529411764705,0.29411764705882354,4,0.25,4.25,0,0,1,0,0,0,297
